userName;score;label;at;content
Indra Wijaya;5;Positif;03/10/2023 04.51;Bener bener makin aneh setelah di update Tidak ada notifikasi Layar putih dah kaya lagi buffering Yang order tidak ada bnyak tampilannya krn seperti dibatasi hanya 1 orderan klo sistem nya bukan lelang mgkin sedikit bs diterima tp ini kan aplikasi semua kendali ada di customer mau milih driver mana aja jd kaya makin di persulit pendapatan kita harian Mohon di perbaiki klo blm bs mempermudah driver dapat orderan lbh banyak jgn dulu di update dh.... mohon maaf ini keluhan dr kita sbagai driver .
handies addakhil;5;Positif;03/10/2023 04.49;Layanan kota pd aplikasi saya tidak muncul, ada kendala apa
Fazzio Cute;5;Positif;03/10/2023 04.42;Bagus sangate membantu
Sandi Pratama;5;Positif;03/10/2023 04.25;Good
Oto Onl;4;Positif;03/10/2023 04.05;di apk driver terbaru sdh tidak ada fitur suara (notifikasi) tawaran. setiap ada tawaran gk ada suaranya
AFRILARICI RICHIE;5;Positif;03/10/2023 04.05;Ongkir tolong di naikan sedikit pak
RENDI Firmansyah;5;Positif;03/10/2023 03.59;Keren memuaskan
Azzi Maihendra lubis;5;Positif;03/10/2023 03.58;Mantap Indri berantas mod,, tapi belom 100%
Haqin Nazili;1;Negatif;03/10/2023 03.44;Sistem update terbaru sangat Merugikan Driver, jika ada pembatalan pembatalan penumpang saldo Driver otomatis terpotong, Jika di angka Orderan 11 rb tidak begitu masalah, tp Jika angka di angka 50rb otomatis saldo driver terpotong 5rb+ ppn, Ini sangad merugikan driver bagi saya, tolong di perbaiki Sistem nya.
mustaqiemin nizam;1;Negatif;03/10/2023 03.40;1. Permohonan..untuk pihak pembuat aplikasi indrive..untuk bisa menempatkan nama belakangl driver di profil akun, atau nama keseluruhanya.. Di karenakan banyak penolakan nama daerah di kota saya dan saya sangat merasa di rugikan.... 2.Sediakan nomor telepon atau WA untuk layanan darurat aduan baik untuk driver maupun customer seputar kasus orderan. Masa aplikasi ojek lain ada..indrive gak ada.. Jangan seakan akan aplikasi indrive adalah ojek olline tidak resmi..
Nia Widia Noviana;1;Negatif;03/10/2023 03.30;Marah² terus kurirnya dan Kurir nya ga jujur. Masa gosend udah di bayar sesuai aplikasi tapi minta tambahan uang lagi, dengan alasan mau beli bensin. Gara² nganter paket saya bensinya jadi habis.. sumpah ga masuk akal. Tolong lah di perbaiki kurir² seperti itu. Bukan saya ga ikhlas tapi kesannya ga sopan. Terimakasih.
Herman Ojol999;1;Negatif;03/10/2023 03.13;Ternyata pihak indrive blum bisa mmbranta mod yg mrugikan para driver indrive lain
Deni Komara;5;Positif;03/10/2023 03.08;Lebih baik yang dekat teman kasih penumpang nya bos qu
TENGKU RASYID;2;Negatif;03/10/2023 02.55;Kenapa aneh aplikasi nya
caleg7 2019;5;Positif;03/10/2023 02.50;sukses
M Sulaeman;5;Positif;03/10/2023 02.28;Baik
Yusuf eka Andre;4;Positif;03/10/2023 02.28;Sangat membantu buat bayar cicilan tapi tolong harganya di sesuaikan karena terlalu murah 😅
Fahmi nur 16;1;Negatif;03/10/2023 02.27;Buruk. Aneh statuz prioritas di hapus . Sudah pernah beli jaket langsung di shopy& pembagian atribut gratis sudah pernah.. sistem aneh.. Jakar dekat di tolak... jarak 100meter harus teken jarak tempuh 3.6.10.20 menit itu adalah sistem paling bobrok
Teddy KALAUW;5;Positif;03/10/2023 02.23;Sistem prioritas kok jualan seragam , sistem yg tidak adil. trus driver yg sudah lama berjuang bagaimana nasib nya kalau sistem prioritas diberikan driver yg baru gabung lalu beli atribut jadi prioritas. sebelum melakukan kebijakan seharusnya dikaji matang dulu ada driver g yg dirugikan.jujur saja semenjak ada jual beli seragam susah mendapatkan order , dulu sebelum ada juala beli jaket atau seragam selalu dapat orderan jam 10 pagi sudah dapat 10 orderan
Pri Ady;4;Positif;03/10/2023 02.19;Masak jarak 2km aja dikasih pertanyaan berpa menit sampai tujuan,, mana pas ada pertanyaan gak kelihatan jaraknya
ANDRI MAULUDIN;5;Positif;03/10/2023 02.17;ok Mantap In- Drive
ALIF REZKY;5;Positif;03/10/2023 02.16;Yang pakai mood tolong di suspend langsung aja min, itu termasuk perbuatan yang tidak baik dan berbuat curang... thanks
Dhiana Hardhiana;5;Positif;03/10/2023 02.13;Good job
Mandala Bict;1;Negatif;03/10/2023 02.13;Kenapa fitur histori riwayat orderan yang pernah ada dihilangkan... padahal itu sangat membantu driver untuk mengetahui lokasi ramai orderan...
Royal Enfield;5;Positif;03/10/2023 02.11;Good
Hamdan dadan;5;Positif;03/10/2023 02.07;Tolong di perbaili pioritas saya saya sudah beli antribut.3x
Subiyanto Subiyanto;4;Positif;03/10/2023 02.04;Berantas mod & bot Lumayan ada peningkatan
ivan anggoro;5;Positif;03/10/2023 01.50;Masih testsing daftar driver tgg ferivikasi dl
fadhli bankbozz16;1;Negatif;03/10/2023 01.43;Kembalikan prioritas sy. Mendadak hilang
WAHYU KOSWARA;1;Negatif;03/10/2023 01.40;Aplikasi se enak udel nya
Andreas Pribadi;5;Positif;03/10/2023 01.22;Bisa memilih sesuai keinginan
Baramban 13;5;Positif;03/10/2023 01.11;Sebentar aja bisa lawan mod Habis itu akun akan eror Emang aplikasi baru ini di kususkan buat suka makai mod Yang buat saya erah pihak in driver bertahun2 baru bisa bikin pembaruan Sedang kan mut bisa rampung dia bikin 2 hari Apa sebenarnya yang ter jadi Sebaikxa buat driver bagus pakai mud Karna aturan in driver tidak terlalu ketat Kenak blokir aja paling 3 satu Minggu paling lama... Dalam masa blokir cari aja kerja lain dulu habi blokir Kita main mod lagi Jadi ada kese imbagan
Adi afandi;1;Negatif;03/10/2023 01.04;Makin gak jelas aja menu nya. Dibikin tambah susah cari penumpang. Tolong kembalikan ke menu yang pertama kali indriver muncul..bukan menu yang susah begini
Fathan Mahendra;2;Negatif;03/10/2023 01.01;Mode tawar otomatis kenapa dihilangkan? Itu sangat membantu dan mempermudah bagi driver. Sekarang jadi susah dan gabisa sambil jalan,harus diklik dulu biar masuk lelang. Percumah jadi prioritas kalo begini
Agus Leotin;5;Positif;03/10/2023 00.58;mantap
Jefsy Official;1;Negatif;03/10/2023 00.58;Pembaruhan malah bikin rugi...😤
Ronny Syofyan;1;Negatif;03/10/2023 00.54;3 hari cari penumpang 1 pun nggak ada yang nyangkut Apl nggak jelas
Indra Wan;1;Negatif;03/10/2023 00.51;Aplikasi ribet susahin driver aja
Arie Kencana;5;Positif;03/10/2023 00.49;Membantu ekonomi keluarga
Cintiani Nurul Azmi;5;Positif;03/10/2023 00.46;sangat membantu
Sandi Amaldys;1;Negatif;03/10/2023 00.40;Tambah ribet, ga bisa topup lagi, udah di email ga ada jawaban, aplikasi eror
Khayla JR;5;Positif;03/10/2023 00.32;Akun prioritas serasa gk prioritas, orderan dibawah 1km jdi notif jauh... tolong perbaiki lagi critical system di kota Purwakarta nya min...
ANDRIYANTO BAWOLE;5;Positif;03/10/2023 00.24;kedepan kiranya semakin lebih mantap & kurangi akun yg memakai mood
Andi X totti;1;Negatif;03/10/2023 00.19;Daftar ny ribt nggk kayak maxim
Abdul Rozak;1;Negatif;03/10/2023 00.05;Aplikasi tai.....kampret..sistem bobrok..berubah ubah lul, kaga jelas..tar nyocol tar kaga, tar ad Prio, tau tau Prio d cabut. Tolooooooooool
Fahri Laiya;5;Positif;02/10/2023 23.53;Mantap, update 5.47 aplikasi jadi lebih ringan, terus di optimalkan aplikasi kali ini saya kasih bintang 5 super mantap
Mansyur Nabawi;1;Negatif;02/10/2023 23.52;Wah malah nambah parah.. udalah uninstal bye
Tatang Dharmawansyah;1;Negatif;02/10/2023 23.48;Saya daftarkan akun saya tetapi berkali kali ditolak dengan alasan SKCK hasil editan atau rekayasa.....hellloo...ini SKCK saya asli dari kantor kepolisian yg mengeluarkan dan bukan editan. Bisa dipertanggung jawabkan kebenarannya di kepolisian. Setiap komplain selalu tidak diselesaikan dan permasalahan hanya dijawab singkat. Tolong perhatikan attitude para call centernya dalam penyelesaian masalah agar tidak bertele tele masalahnya dan cepat terselesaikan
fanzi suwandi;1;Negatif;02/10/2023 23.22;Di email gk prnah di bales,di chat dlm apk sma gk di bls juga. Apa emng gk ada org kantornya. Atau org kantornya pada males smua hnya mau mkan gajih buta
avon mandiri;5;Positif;02/10/2023 23.12;Ok bagat
Nasrudin Nasrudin;1;Negatif;02/10/2023 22.50;Update bukan makin bagus malah makin ancur fitur notifikasi ga ada ya begitu ada order ga ada suara masa mau melototin hp terus sampe mata copot semua serba jelek pas update
Sofyan Drew;5;Positif;02/10/2023 22.33;Maaf .mau topup lewat alfamart.jadi susah layar ngeblank putih..gk cpet dari kemaren..udah 2 hari susah topup..tlong kerja samanya .terima kasih
Nurcahyadi Mjs;5;Positif;02/10/2023 22.05;Normalkan kembali daerah purwakarta pak bos
wira ramadan;5;Positif;02/10/2023 21.51;Ok then best. Thank you
Cecep Hadiwijaya;5;Positif;02/10/2023 21.20;Good job indrive.. Tingkatkan terus pembaharuan aplikasi nya, Mdh2n kedepan nya di daerah saya ada tawar otomatis nya... Terima kasih..
Petro Hutabarat;5;Positif;02/10/2023 20.57;indrive is always the best for you wherever you go
Taaams Taaams;1;Negatif;02/10/2023 19.02;Welcome to critical update. Untuk bapa²,abang²,adek² sekalian. Selamat datang kembali ke indriver mode awal (nyocol) HATI²,,jgn bawa motor sambil NYOCOL ya. Jgn lupa rate 1 di apk nya ya
Rendra Trueblue;1;Negatif;02/10/2023 18.01;Membahayakan driver di jalan jika harus klik sendiri. Nyusahin Driver.
khari aryanto;1;Negatif;02/10/2023 17.38;Nyocol itu membahayakan pengemudi di jalan!!!!
NUR Aji ALFARIS;1;Negatif;02/10/2023 17.14;Tolong dong di kaji ulang aplikasi pembaharuannya tidak ada notifikasi suara dering orderan masuk dan tolong di tampilkan orderan jarak maksimal penjemputan 5 km saja pada aplikasi driver, dan adakan autobid dan untuk nego harga pada penumpang di tiadakan karena banyak oknum yg menyalah gunakan memainkan argo di bawah yg tidak manusiawi kepada driver , orgo sudah murah dan kenaikan BBM sangat mempengaruhi berkurangnya pendapatan hasil bersih driver.
cikal arashi;1;Negatif;02/10/2023 17.08;ini kenapa sistem indriver balik ke manual seperti awal jadi makin susah cari order ya
nofri item;5;Positif;02/10/2023 16.51;Ini aplikasi update terbaru GPS nya ngawur.. Harga nya ga jelas juga ganti2.. Jarak 3km pas di Terima jadi 16km.. Harga nya juga berubah2 dan sangat jauh berubahnya
Oming Oming;5;Positif;02/10/2023 16.31;Kasing binta 5 the best
Kucing Tidur;1;Negatif;02/10/2023 16.30;Updatean makin ngaco suruh cocol mending cocolan itu klo si pemesan nimbul ini gk nimbul gmna mau dicocol hanya kosong putih polos nama saya gk keluar padahall reting bagus(sangat baik). Anehnya jarak cuman 5meter nama saya gk masuk gara² notif dari pemesan tidak timbul diHP kita and anehnya itu potongannya makin besar tulisan awall 11rb ehh setelah selesai perjalanan 9rb gokill kukira naik potongan juga naik harga ini banting stir murah+potongan besar
Nur Infansyah;1;Negatif;02/10/2023 15.52;aplikasinya gk seperti dulu ,banyak customer menyukai indriver Krn waktu penjemputan cepat ,skrg byk cs yg kabur Krn mengeluhkan penjemputan terlalu lama dan drivernya byk yg tdk pengalaman asal bawa mtr aja tdk memperhatikan keselamatan
Teguh Widodo;5;Positif;02/10/2023 15.32;Mantap
Ryan Maulana;1;Negatif;02/10/2023 15.10;Sistem nya jadi kacau. Terutama di Purwakarta
Nina Caesari;5;Positif;02/10/2023 14.54;semoga semakin besar dan sukses
Fahmi Rahmawati;5;Positif;02/10/2023 14.38;Saya sudah cukup puas dengan fitur dan layanan yang disediakan
Parzi;5;Positif;02/10/2023 14.17;sangat bagus
Hillman Goti;1;Negatif;02/10/2023 14.05;Iklan Spam di game
Ahmad Yakkup;5;Positif;02/10/2023 13.55;Tolong diperbaiki lagi sistem nya dan jarak tidak sesuai dengan notif dgn yg ditampilkan.
Reyhan Punk;4;Positif;02/10/2023 13.37;Bagaimana caranya ingin login kembali ke akun saya yang sudah terdaftar?, Namun saya keluar kan akunnya
Nabel Natabela;5;Positif;02/10/2023 13.30;Sangat memuaskan
saepul bahri;1;Negatif;02/10/2023 13.25;titik tu sesuaikan
Eza Putra pratama;5;Positif;02/10/2023 13.19;Bagus
Ismail Humaeni;5;Positif;02/10/2023 13.12;😭
Iin Haerun nisa;5;Positif;02/10/2023 13.10;Bagus
eno rockfishing;5;Positif;02/10/2023 13.00;Ok
Dunia Film Terbaik;1;Negatif;02/10/2023 12.58;Sistem Gk jelas. Penumpang yang cancel malah saldo driver yang ditahan. Sistem kalian paling aneh diantara yang lainnya.
Jagoan Kontraktor;1;Negatif;02/10/2023 12.48;Kenpa tidak bisa msuk d hp sya
Fajar Muhammad;5;Positif;02/10/2023 12.13;Isi saldo error mulu perbaiki lah
Bruslle Marlon;5;Positif;02/10/2023 11.56;bagus dan hemat
Achmad Hanif Syarifudin;5;Positif;02/10/2023 11.51;Sangat simpel
Muhammad Thoyib;5;Positif;02/10/2023 11.48;Aplikasi yg menarik untuk masyarakat umum
Raeylegh Raffa;5;Positif;02/10/2023 11.14;Tingkatkan lagi ya
Adriano Hoshi;4;Positif;02/10/2023 10.58;Adakan fitur kirim foto
Rayslle Lumingkewas;4;Positif;02/10/2023 10.42;👍🏻
Abang Guza Dede Dagha;5;Positif;02/10/2023 10.42;sangat membantu dengan baik
ar juna;5;Positif;02/10/2023 10.29;Halaman Isi saldo susah n berat min duh
Reval Lino;5;Positif;02/10/2023 10.25;Ok
Vicho Alfans;5;Positif;02/10/2023 10.11;BOT MOD TOLONG DIHAPUS SUSAH BANGET ORIAN PAHAM
Trizen Shaeroshadf;5;Positif;02/10/2023 10.09;Gud
Susilo Susilo;5;Positif;02/10/2023 10.02;indriver oke
Agung Pamungkas;1;Negatif;02/10/2023 10.02;Drivernya sering banget menolak pesanan . Apalagi kalau jarak tempuhnya dekat .. sllu minta untuk di cancel .
Fahrizal Rizal;5;Positif;02/10/2023 09.59;Sangat membantu untuk mendapatkan hasil tambahan
Muhammad Fitrah;5;Positif;02/10/2023 09.48;Ok
maryono yono;5;Positif;02/10/2023 09.03;Mantap
Dede Tohaeri;4;Positif;02/10/2023 08.41;sudah 4 hari kami mau top up kok gak bisa entah top up pake ovo atau alfamart gak ad notifikasi gimna ini solisi nya boss???
Krista Eka Julianto;5;Positif;02/10/2023 08.16;Mantaf
Sutrisno Boham;5;Positif;02/10/2023 07.51;Sangat membantu
Ning Trans88;1;Negatif;02/10/2023 07.51;Aplikasi buruk dengan system yg baru.
Hadi Wahyudi;1;Negatif;02/10/2023 07.43;Kerja dari pagi sampai malam.. ngechat dukungan soal order masa frekuensi kerja jadi turun. Parah aplikasi nya tidak konsisten..mementingkan jualan jaket payah
Rizal 30;5;Positif;02/10/2023 07.25;Saya sangat sulit sekali untuk mendapatkn orderan terutama di siang hari dikatan sy tdk pernah mendapatkn orderan cuma waktu pagi hari saja kmungkinan sy dapat orderan jd tolong sy diberi masukannya terimakasih
Dimyati As'ari;5;Positif;02/10/2023 06.58;Ini kenapa ya kadang saya sudah bener bener ngasih pelanggan bintang 5, kok di sistem jadi bintang 4, pelanggan jd kecewa, dan membalas kasih bintang 4, apalagi pas pelanggannya baik, seolah2 saya yang sengaja ngasih bintang 4, tolong bug nya segera di perbaiki, terima kasih
Nasi Goreng pemuda;5;Positif;02/10/2023 06.50;Sangat puas dengan pelayanannya
Hari Soebagio;5;Positif;02/10/2023 06.46;Mksh bnyk2 bsa bantu saya
Lisnawati Sembaga;5;Positif;02/10/2023 06.38;sangat baik
dian lestari;5;Positif;02/10/2023 06.32;aplikasi transportasi terbaik dah ,, karna murah meriah 🤩
Berry Joe;5;Positif;02/10/2023 06.29;uniform dan attitude lebih bagus dari tetangga
Santi Aulia;4;Positif;02/10/2023 06.13;Tarif nya murah, bagus.
Sela Audina;1;Negatif;02/10/2023 06.12;Tolong jumlah driver di kota Pematangsiantar dibatasi. Semakin banyak driver jadi banyak orderan fiktif di kota Pematangsiantar
Jhontua Francius Purba;1;Negatif;02/10/2023 06.03;Aplikasi nya mulai amburadul,yg dekat dgan pangkalan mau ga masuk,tolong sistem nya di perbaiki
Julfinus Ginting;5;Positif;02/10/2023 06.00;layanan yang bagus, pengemudi yang ramah dan kendaraan yang terawat, namun indrive mohon memperkaya titik spot penjemputan dan tujuan dalam peta, agar lebih mempermudah pengguna dalam mempersiapkan perjalanan. terimakasih indrive...
Maja Pahit;2;Negatif;02/10/2023 05.45;"Sudah 2 hari tambah dana akun pengemudi via ovo,alfamart,maupun transfer bank tidak bisa ""error got it"" .udah 2 hari gak bisa onbid saldo habis gak bisa top up"
Lutfiyah Azzahra;4;Positif;02/10/2023 05.41;aplikasi yg memudahkan pengguna ojek online semoga sukses selalu
nadya Januariska;5;Positif;02/10/2023 05.41;mantap
Julita Domili;5;Positif;02/10/2023 05.40;baik
Iman Suki;5;Positif;02/10/2023 05.29;Ga bisa buka
baret ila;5;Positif;02/10/2023 05.22;Aplikasi monyet woy monyet aturan ny gimana ini yg pake mod aman aman aja tolol Luh semua ga bisa nge berantas mod masih kalah Ama orang orang curang orang orang kecil di jalan Tolol Luh semua
Jacky Watung;5;Positif;02/10/2023 05.16;nyaman menggunakan jasa indrive
Reginsyah Ip;5;Positif;02/10/2023 04.39;sangattt membantuuu suka sekali
Kuncoro Supriyadi;5;Positif;02/10/2023 04.32;Ok
dzurriyatul jannah;5;Positif;02/10/2023 04.27;top
Yasaro Harefa;5;Positif;02/10/2023 04.19;aplikasi yg bagus
Jendry Chanel;1;Negatif;02/10/2023 04.18;Tolong,banyak yg pakai Fake gps, Gps tanam,kasihan yg laing nggk ke bagian orderan ....
Feri Ferdiyansah;5;Positif;02/10/2023 04.12;Aplikasi Mantap
Achmad Fauzi;5;Positif;02/10/2023 03.53;Mantap
Jeruk Legi;5;Positif;02/10/2023 03.40;bagus ramah
Brown Brown;1;Negatif;02/10/2023 03.35;System' nya gajelas
Danang wijaya Danang;5;Positif;02/10/2023 03.31;aku sngt ska dengan aplikasi ini
Randi tombokan;5;Positif;02/10/2023 02.46;Sangat bagus
Dwi Jumawati69;5;Positif;02/10/2023 02.31;orngnya baik
etnob bnt;1;Negatif;02/10/2023 02.28;Critical zone bangke, apaan jadi jarang masuk lelang, cuma notif doang 👎👎👎👎👎
AFFANDRA 14;1;Negatif;02/10/2023 02.19;Lemak bagi penumpang kalo jadi driver ny rugi ongkos gak masuk akal murah
Nadhira Salwa;1;Negatif;02/10/2023 02.07;Kacau aplikasinya...mau ambil orderan.katanya TINDAKAN ITU TIDAK BISA KAMI LANJUTKAN..WKWKWK
Aris Sulistoyono;5;Positif;02/10/2023 01.40;Bagus
Muhamad Taufik Kurniawan;1;Negatif;02/10/2023 01.33;Kalau nomor telepon sudah mati gimana ya mau login ke akun nya, saya sudah email tapi tak ada balasan. Tolong dibantu
Totok Siswanto;5;Positif;02/10/2023 01.31;Goodd
Razka Pratama;1;Negatif;02/10/2023 01.28;Bintang satu aja lah...sistem makin ngaco aja, mana ada order belum jalan saldo kepotong duluan. Makin kemari bukannya makin baik, malah makin bikin sengsara aja.
pasifik0981;5;Positif;02/10/2023 00.44;mudah,murah dan aman
Elfida Trisna;5;Positif;02/10/2023 00.43;Good
Rima Rismawati;5;Positif;02/10/2023 00.35;Sejauh ini bagus harga murah....tp untuk mencari drriver lokasi nya jauh2...paling deket tuh 1,5 km.
Bang Ziqin;5;Positif;02/10/2023 00.34;Sangat baik dan terjangkau mulai kalangan atas,menengah,sampai bawah...
Mukti Riyadi;1;Negatif;02/10/2023 00.33;apk udh d up grade, tapi tiap x mau top up pasti error, gabisa ngisi
Erwin Kriswantoro;4;Positif;02/10/2023 00.11;Kak sekarang banyak driver yg menggunakan mod auto klik jadi susah dpt orderan dan slalu kalah cepat sama mod
syamsul arief;5;Positif;01/10/2023 23.57;Perjalanan menyenangkan, lancar dan sanpai di tujyan tepat waktu, pengemudi sopan.
Arka Alffarizqi;1;Negatif;01/10/2023 23.49;Kenapa in driver gak bisa di buka di hp xiomi
Hikari Tv;2;Negatif;01/10/2023 23.37;Tolong Id saya tidak bisa login lagi pas ada update, tidak tahu detail permasalahannya
